Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Clicked on Ad,month,day,hour
54.97,29.0,69646.35,136.18,363,499,1,9,0,5,11,21
54.43,39.0,48335.2,258.62,348,506,0,44,1,1,8,7
76.2,33.0,39616.0,196.77,48,8,0,42,1,4,11,21
70.58,39.0,48335.2,138.87,222,260,0,163,1,0,12,20
47.74,36.0,32549.95,109.07,388,519,1,18,1,3,9,3
54.88,40.0,57545.56,167.22,379,64,0,149,0,6,1,20
51.87,28.0,61840.26,207.17,463,269,1,41,0,1,25,1
47.48,29.0,69646.35,208.05,242,161,0,8,0,3,16,21
73.89,28.0,71222.4,204.79,227,379,0,41,0,4,5,21
80.96,28.0,44174.25,204.79,227,58,0,62,0,1,25,22
84.98,40.0,66873.9,171.07,452,286,1,66,0,0,4,0
52.84,23.0,55121.65,172.81,481,136,0,163,0,1,7,7
42.04,37.0,67132.46,181.02,397,516,0,27,0,6,2,9
82.07,41.0,57846.68,126.39,421,484,0,42,1,4,12,11
90.97,35.0,50723.67,202.18,77,148,0,163,0,3,3,22
89.05,44.0,60192.72,140.95,467,248,1,81,1,4,30,23
51.56,35.0,54875.95,221.18,253,1,1,105,0,0,25,2
35.66,32.0,69481.85,219.94,161,346,0,163,1,5,8,21
76.2,52.0,33951.63,117.75,363,439,1,9,1,5,15,2
40.01,26.0,66291.67,190.17,554,61,0,1,1,6,4,18
77.29,43.0,52563.22,121.28,100,308,0,14,0,3,16,21
84.29,31.0,55787.58,207.17,227,229,0,42,0,5,20,14
61.22,45.0,59610.81,137.24,15,515,1,176,1,5,15,2
67.56,39.0,60638.38,124.44,47,506,0,9,1,4,30,9
44.64,36.0,59240.24,124.44,410,93,0,193,0,0,16,18
79.97,31.0,27262.51,207.17,403,191,0,58,0,5,9,10
54.47,35.0,25603.93,225.58,359,507,0,159,0,5,18,22
86.06,35.0,51119.93,226.54,331,517,1,20,1,0,0,15
80.3,29.0,53431.35,158.56,233,260,1,53,1,6,20,10
51.24,36.0,29398.61,140.46,540,316,0,117,1,1,2,7
82.07,38.0,51920.49,120.63,542,436,0,203,1,4,18,14
69.62,34.0,59785.94,168.34,45,182,1,126,0,2,10,0
43.49,39.0,52520.75,214.42,222,497,0,100,0,1,25,19
79.54,38.0,64564.07,137.24,10,484,0,203,1,6,16,14
35.61,27.0,66187.58,239.32,59,506,0,49,1,4,7,22
78.7,46.0,54286.1,130.86,59,381,0,9,1,3,5,14
89.05,43.0,73538.09,187.76,300,508,1,187,1,3,2,21
82.07,22.0,31215.88,121.07,449,105,0,42,0,6,2,4
59.59,34.0,59785.94,212.38,344,297,1,50,1,6,18,12
59.05,43.0,73538.09,157.04,300,355,1,136,1,3,2,21
54.88,43.0,32635.7,121.28,300,355,1,136,1,3,2,21
80.99,26.0,51463.17,131.68,246,432,0,29,0,4,14,13
72.97,26.0,33951.63,198.45,300,245,1,162,0,3,4,5
41.73,42.0,60514.05,199.43,372,136,1,44,1,4,18,14
41.73,28.0,61840.26,207.17,311,360,1,105,0,5,20,14
51.24,39.0,38067.08,124.44,222,115,0,162,1,4,7,22
79.54,44.0,48335.2,122.31,419,308,0,14,1,0,4,16
59.05,22.0,56683.32,204.22,45,303,1,126,0,2,10,0
60.23,43.0,32635.7,198.45,300,355,1,136,1,3,2,21
60.72,28.0,71222.4,217.37,222,275,0,62,0,2,19,7
53.92,39.0,56729.78,165.52,241,479,1,105,0,4,27,12
47.48,29.0,69646.35,216.49,242,64,0,27,0,4,2,16
75.15,36.0,50628.31,115.26,7,224,1,129,0,6,7,3
56.46,26.0,39840.55,109.98,458,107,0,1,1,4,5,21
70.09,44.0,30487.48,229.12,9,412,0,31,1,2,15,20
66.12,37.0,63649.04,217.37,233,400,1,128,1,5,16,17
83.71,26.0,56694.12,190.17,410,75,0,185,1,6,4,18
44.78,26.0,66291.67,131.68,304,75,1,1,1,6,4,18
59.05,33.0,52736.33,113.12,1,33,1,200,0,2,23,6
59.59,48.0,52736.33,201.15,180,27,1,136,1,6,16,1
80.3,52.0,64021.55,154.75,487,407,0,17,1,6,2,4
55.6,35.0,25603.93,236.87,302,516,0,192,0,6,17,1
56.16,52.0,36752.24,196.61,287,184,0,51,1,3,17,21
35.61,54.0,66187.58,108.03,22,506,0,128,1,0,30,6
41.49,53.0,66574.0,234.26,122,283,1,64,1,2,17,13
47.64,29.0,69646.35,200.71,242,64,0,22,0,4,2,16
80.3,49.0,39031.89,195.69,97,464,1,9,1,3,3,20
46.61,52.0,43974.49,157.04,425,519,0,68,1,0,15,23
61.09,45.0,59886.58,174.88,122,112,0,178,1,0,16,15
55.6,24.0,52252.91,178.92,35,234,1,2,0,2,17,13
80.3,37.0,51067.54,217.37,450,379,0,9,1,5,4,7
55.6,24.0,52252.91,178.92,348,82,1,2,0,2,17,13
84.73,36.0,32549.95,109.07,434,519,1,60,1,4,29,20
65.59,28.0,59677.64,161.16,311,260,1,9,1,4,7,22
65.59,39.0,32549.95,141.89,29,260,1,146,1,0,22,17
46.61,48.0,57868.44,123.13,64,364,0,185,1,0,14,22
34.3,34.0,59785.94,168.34,45,284,0,188,1,1,19,9
60.72,42.0,60514.05,238.58,212,136,0,44,1,0,13,14
66.18,28.0,71222.4,139.01,222,149,0,44,0,4,5,21
67.85,28.0,53058.91,258.62,293,519,0,41,1,4,5,21
46.61,44.0,61009.1,187.76,178,308,1,187,1,3,2,21
80.31,28.0,39799.73,207.17,437,177,1,162,0,0,4,16
73.89,42.0,59243.46,199.43,189,136,1,44,1,4,18,14
41.73,28.0,61840.26,120.49,311,177,1,105,0,2,21,6
60.23,50.0,43974.49,123.13,215,27,1,79,1,6,16,1
77.6,40.0,31265.75,136.18,524,295,1,175,1,4,29,20
86.06,35.0,51119.93,226.54,331,512,1,61,1,2,17,13
78.41,42.0,57868.44,238.58,212,207,0,39,1,3,5,11
65.77,42.0,59243.46,236.87,212,207,0,11,1,3,5,11
43.49,37.0,58235.21,217.37,503,379,1,51,0,5,15,2
57.86,40.0,57260.41,229.12,434,519,0,31,1,4,23,13
59.22,39.0,75044.35,204.79,19,497,0,29,0,0,2,7
82.07,48.0,53922.43,123.13,64,364,0,185,1,6,16,1
70.03,31.0,52178.98,240.64,301,460,1,162,0,5,20,14
41.73,28.0,61840.26,161.16,323,373,0,102,1,0,22,17
42.04,49.0,39031.89,195.69,2,464,1,9,1,3,3,20
65.65,30.0,57877.15,244.91,232,284,1,20,0,4,7,10
76.2,38.0,57868.44,178.75,497,331,1,203,1,0,14,19
33.33,45.0,59886.58,174.88,426,118,0,58,1,2,4,12
75.42,29.0,50055.33,198.56,260,0,1,30,0,6,18,8
74.32,23.0,59243.46,211.38,103,333,1,33,0,3,3,20
55.6,32.0,70505.06,219.94,506,129,0,163,1,5,8,21
66.18,34.0,40183.75,160.03,45,50,0,24,0,1,26,8
76.56,42.0,57868.44,178.75,212,136,0,39,1,4,18,14
79.6,28.0,67669.06,217.37,463,239,1,196,0,1,25,1
51.24,36.0,41229.16,140.46,511,475,0,149,0,4,23,10
43.49,37.0,50960.08,158.56,97,373,1,9,1,5,4,7
44.78,26.0,60315.19,131.68,437,406,1,46,0,0,4,16
42.04,37.0,23936.86,217.37,185,205,0,17,1,1,9,19
80.3,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
66.12,49.0,45632.51,113.8,450,464,0,51,1,3,3,20
51.24,36.0,76003.47,140.46,511,316,0,191,1,1,16,20
56.39,46.0,33951.63,231.95,342,202,1,176,1,0,11,10
46.14,33.0,43974.49,196.77,358,159,1,68,1,6,13,22
72.8,41.0,63551.67,236.87,85,161,0,149,0,0,4,20
43.49,28.0,59448.44,120.49,29,260,1,105,0,3,7,22
44.4,32.0,69481.85,190.41,362,218,0,161,1,4,16,6
78.7,46.0,54286.1,191.82,532,406,0,6,1,0,3,4
40.47,35.0,73889.99,236.87,302,516,0,192,0,1,21,7
62.26,49.0,64564.07,187.76,388,248,1,180,1,5,23,8
37.45,31.0,59886.58,141.89,483,318,1,81,0,6,8,11
81.58,25.0,50671.6,241.03,219,225,1,10,0,1,16,11
55.6,54.0,54286.1,217.37,22,506,0,128,1,4,30,9
35.33,29.0,56113.37,200.71,242,64,0,27,0,4,2,16
60.53,48.0,62784.85,187.76,180,60,1,136,1,2,29,23
74.54,34.0,59785.94,151.95,482,284,0,161,1,3,26,4
47.64,60.0,45632.51,113.8,433,464,0,31,1,3,3,20
60.23,33.0,47929.83,148.61,459,34,1,9,0,2,23,6
89.34,29.0,67132.46,219.94,164,184,0,27,0,2,8,0
34.86,36.0,50628.31,109.07,483,509,1,104,1,0,2,16
47.64,52.0,45632.51,124.54,433,274,0,51,1,3,3,8
37.45,31.0,51501.38,207.17,437,460,1,166,0,5,15,2
56.39,54.0,64021.55,254.65,22,506,0,73,1,2,30,20
35.61,37.0,52563.22,108.1,548,214,0,191,1,4,20,1
56.3,31.0,47968.32,207.17,339,191,0,3,1,6,14,5
55.6,32.0,55424.24,178.92,35,242,1,168,1,5,8,21
40.04,34.0,40183.75,203.84,45,182,1,126,0,2,10,0
40.17,26.0,60575.99,241.03,318,119,1,148,0,3,26,4
80.3,60.0,58966.22,186.37,363,336,1,9,1,0,4,16
65.77,34.0,40183.75,160.03,45,284,1,126,0,1,26,8
59.88,31.0,59886.58,131.29,127,197,1,3,0,2,29,1
51.87,19.0,69646.35,225.58,421,516,0,27,0,5,18,22
82.07,44.0,57868.44,187.76,180,285,0,185,1,3,3,7
44.4,30.0,50671.6,138.71,35,353,1,140,0,2,17,13
82.07,22.0,51257.26,136.21,117,396,0,82,1,4,11,21
35.61,39.0,23936.86,126.95,207,260,0,169,0,4,7,22
56.39,46.0,33951.63,231.95,342,421,1,9,1,6,19,13
46.14,33.0,43974.49,196.77,358,297,1,0,1,2,29,16
88.12,38.0,57868.44,230.93,349,436,0,203,1,3,21,2
40.04,23.0,25739.09,172.81,40,136,0,35,0,3,26,4
60.23,43.0,53922.43,163.48,153,508,1,187,1,3,2,21
71.03,28.0,59448.44,230.52,222,506,0,48,0,0,22,17
56.3,27.0,55901.12,193.29,262,105,0,193,0,6,2,4
72.07,36.0,32549.95,109.98,483,76,1,3,0,6,7,3
36.08,45.0,74903.41,137.24,122,515,1,21,1,6,9,17
34.3,34.0,59785.94,204.22,182,284,1,82,1,3,26,4
42.6,31.0,39799.73,207.17,353,65,0,72,0,5,20,14
81.58,55.0,64564.07,163.48,411,355,1,187,1,0,7,9
71.28,32.0,53188.69,178.92,488,353,1,168,1,5,8,21
36.56,29.0,69646.35,231.95,233,499,1,9,1,1,8,5
40.04,34.0,20592.99,160.03,182,193,0,24,0,1,26,8
81.58,26.0,56694.12,259.76,172,33,0,149,0,4,14,13
51.87,37.0,59448.44,181.25,233,25,0,27,0,3,3,20
40.04,38.0,70582.55,188.56,123,436,1,184,1,4,18,14
55.6,39.0,71727.51,171.72,278,384,0,29,0,6,2,9
39.96,45.0,59610.81,124.67,132,515,0,178,1,4,14,1
55.6,35.0,66187.58,236.87,302,478,0,157,1,6,10,13
68.01,33.0,49101.67,191.82,115,418,1,26,0,2,23,6
73.89,31.0,57739.03,207.17,437,269,1,166,0,0,4,16
36.98,24.0,50055.33,137.63,488,494,1,146,1,1,13,16
43.49,39.0,74623.27,109.29,71,360,1,92,0,0,25,2
61.22,36.0,51739.63,141.89,19,363,1,58,0,6,1,20
47.74,40.0,66873.9,167.22,437,435,1,12,0,3,17,15
79.91,36.0,66269.49,232.78,295,392,1,148,0,2,17,13
67.56,28.0,56180.93,221.94,172,58,0,205,0,5,27,20
70.39,27.0,36884.23,168.92,165,161,1,129,0,6,7,3
45.08,26.0,51463.17,259.76,246,432,0,5,0,4,14,13
33.33,26.0,74903.41,131.68,318,75,0,162,0,4,25,13
78.36,22.0,31215.88,122.31,350,499,0,25,0,3,16,21
55.6,24.0,52252.91,178.92,35,234,1,2,0,0,8,3
51.56,27.0,36884.23,115.26,366,167,1,98,0,2,22,21
44.33,36.0,76003.47,140.46,91,316,0,104,1,1,2,7
89.05,50.0,57868.44,123.13,480,436,0,157,1,4,29,20
46.61,55.0,36752.24,187.76,332,69,0,185,1,0,14,22
73.38,52.0,43974.49,229.12,59,519,0,17,1,3,3,8
80.47,38.0,64564.07,122.04,497,436,1,203,1,0,22,18
73.72,32.0,55424.24,182.2,506,129,0,56,1,4,29,20
55.6,37.0,23936.86,109.29,299,233,1,172,0,6,7,3
83.71,45.0,59886.58,234.26,122,515,1,21,1,2,4,12
40.17,26.0,68030.18,228.78,318,75,1,148,0,2,10,6
36.08,45.0,59610.81,138.71,386,515,1,110,1,0,15,8
80.3,60.0,39031.89,122.02,433,464,0,17,1,3,3,20
80.3,52.0,27241.11,117.75,348,0,1,42,1,6,18,8
49.21,27.0,54286.1,222.11,462,329,0,192,0,6,2,4
41.73,31.0,59886.58,183.85,477,298,1,81,1,2,4,12
44.15,23.0,56725.47,217.37,437,177,1,44,1,3,11,14
68.01,33.0,39616.0,191.82,153,418,1,200,0,2,23,6
73.72,35.0,73889.99,202.61,85,184,1,20,0,6,4,15
82.07,21.0,46868.53,121.07,79,41,1,51,0,6,2,4
48.03,40.0,57260.41,120.06,548,512,0,1,1,3,14,15
54.39,34.0,40183.75,168.34,45,281,1,50,0,2,10,0
82.07,22.0,31215.88,121.07,350,292,0,10,0,1,18,20
65.59,39.0,65953.76,159.46,235,509,1,18,1,1,5,23
72.23,40.0,66873.9,229.22,101,100,1,105,0,2,7,10
42.04,49.0,39031.89,195.69,450,464,1,9,1,3,3,20
75.24,41.0,57846.68,167.86,300,515,1,187,1,4,30,23
35.61,37.0,51691.55,181.02,352,260,0,143,1,1,28,23
86.06,32.0,55424.24,178.92,35,234,1,20,0,4,7,10
44.46,33.0,43974.49,125.27,449,279,0,84,0,1,24,16
40.04,34.0,59785.94,160.03,11,50,0,126,0,2,10,0
86.06,32.0,55424.24,178.92,488,242,1,161,1,0,8,3
51.24,36.0,32549.95,141.52,473,519,1,60,1,0,29,9
83.71,42.0,57868.44,129.8,212,136,0,39,1,4,18,14
74.41,32.0,70505.06,172.83,161,234,0,34,0,3,27,22
78.79,36.0,73882.91,222.25,165,123,1,33,0,5,19,8
77.14,33.0,61005.87,204.02,168,281,1,200,0,2,1,4
49.96,34.0,59785.94,183.82,45,284,1,50,1,1,26,8
66.69,40.0,56113.37,182.2,496,338,0,181,0,6,17,1
47.64,29.0,61230.03,167.22,263,512,0,128,1,3,14,15
74.54,50.0,43974.49,123.13,180,285,0,14,1,3,20,9
89.05,44.0,57846.68,227.63,377,331,0,25,1,2,13,14
41.73,23.0,58151.87,217.37,437,379,1,53,0,1,7,14
60.53,38.0,71455.62,125.27,468,167,0,27,0,5,16,20
89.05,23.0,25739.09,146.8,321,136,0,35,1,4,18,14
56.39,29.0,69718.19,115.6,433,31,0,31,1,3,14,15
84.98,32.0,31265.75,178.92,35,234,1,34,0,0,8,3
79.15,26.0,31265.75,207.96,224,258,1,155,0,2,17,13
70.39,36.0,18368.57,115.26,295,247,1,149,0,3,26,4
44.11,41.0,55121.65,204.79,170,58,0,175,0,6,8,11
41.73,25.0,25686.34,241.03,102,489,1,129,0,3,6,15
54.88,22.0,31215.88,121.07,180,292,0,10,0,6,2,4
54.08,36.0,59240.24,222.25,511,105,0,93,0,1,25,19
65.77,41.0,48335.2,137.24,404,143,0,118,1,4,24,20
86.06,35.0,73889.99,226.54,396,284,1,74,0,2,17,13
55.6,35.0,73884.48,236.87,33,342,0,29,0,4,11,4
83.71,42.0,43241.19,158.35,123,136,0,44,1,3,5,11
84.73,43.0,60575.99,136.4,411,359,0,14,1,3,16,21
86.06,35.0,42696.67,202.61,437,284,1,74,0,2,17,13
86.06,32.0,55424.24,178.92,35,234,1,99,0,2,17,13
64.75,36.0,61610.05,140.46,211,519,0,75,1,1,16,20
44.72,38.0,62792.43,122.04,235,438,1,125,0,5,16,20
55.6,37.0,23936.86,214.42,421,85,0,40,1,0,30,6
63.04,49.0,45632.51,168.34,450,464,0,128,1,1,4,16
60.72,28.0,47258.59,217.37,40,379,0,44,0,0,4,11
44.78,38.0,57868.44,220.48,410,436,0,203,1,0,14,19
87.35,26.0,53336.76,131.68,157,75,0,193,0,4,14,13
81.75,33.0,63430.33,215.18,115,279,1,200,0,6,2,4
80.67,26.0,51463.17,259.76,172,33,0,29,0,4,14,13
82.07,38.0,50711.68,224.23,191,436,1,57,1,0,4,20
35.66,36.0,29398.61,140.46,274,316,0,56,1,4,7,22
43.49,28.0,58996.12,212.87,489,260,1,56,0,6,7,3
44.78,48.0,65956.71,159.77,215,27,0,79,1,3,7,14
51.3,45.0,59610.81,137.24,122,515,1,118,1,6,9,17
78.79,35.0,73889.99,235.29,488,20,1,125,0,2,17,13
65.77,34.0,34191.23,168.34,45,511,1,126,1,1,26,8
49.21,30.0,26130.93,113.69,556,435,1,20,1,1,10,16
74.54,42.0,43241.19,238.58,265,136,0,44,1,4,18,14
41.53,31.0,27262.51,217.37,323,268,0,44,1,0,30,6
41.73,31.0,56180.93,240.64,301,460,1,166,0,4,9,7
81.75,19.0,39031.89,195.69,459,281,1,51,0,5,14,5
40.47,35.0,25603.93,236.87,302,516,0,192,0,6,17,1
80.3,33.0,36752.24,163.48,195,407,0,68,1,4,11,21
51.24,36.0,76003.47,140.46,511,316,0,98,1,1,16,20
79.44,52.0,54952.42,171.07,253,80,1,176,1,0,11,10
88.04,38.0,50723.67,145.96,393,207,0,125,0,0,4,20
74.07,39.0,65953.76,111.59,47,260,1,116,1,4,7,22
54.39,34.0,34191.23,160.03,45,182,1,50,0,2,10,0
72.53,30.0,42696.67,244.91,143,16,1,139,0,0,4,20
42.04,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
86.06,32.0,55424.24,178.92,167,35,1,105,0,0,17,2
65.59,39.0,48335.2,258.62,47,506,0,118,1,4,7,22
59.05,50.0,43974.49,123.13,396,108,0,118,1,2,19,8
71.33,39.0,64698.58,140.46,227,479,0,201,0,1,6,7
37.45,31.0,61840.26,212.87,301,460,1,3,0,6,8,11
66.08,33.0,58966.22,110.66,82,279,1,200,0,2,23,6
54.88,33.0,41547.62,113.12,115,279,1,133,0,6,2,4
49.21,30.0,58677.69,140.15,484,46,0,191,1,1,16,20
86.06,35.0,73889.99,226.54,429,35,1,125,0,0,25,2
37.45,31.0,59886.58,212.87,301,269,1,81,0,1,15,9
35.61,32.0,55424.24,172.83,500,129,0,12,1,2,6,1
71.84,39.0,56180.93,212.87,343,144,1,3,0,3,6,15
89.05,50.0,57868.44,123.13,480,278,0,14,1,4,18,14
65.07,34.0,59785.94,160.03,182,124,0,24,0,2,10,0
43.49,37.0,67132.46,217.37,352,282,0,162,0,4,11,20
51.56,27.0,36884.23,131.29,545,415,1,59,0,6,7,3
42.04,49.0,45632.51,168.34,450,464,0,128,1,3,3,20
80.3,49.0,45632.51,139.32,450,464,0,9,1,3,3,20
54.88,43.0,53922.43,176.98,411,359,0,14,1,3,16,21
46.14,34.0,43974.49,187.09,482,497,1,50,1,2,4,20
66.08,46.0,54286.1,191.82,20,63,0,17,0,1,27,23
82.07,43.0,73538.09,121.28,300,355,1,136,1,2,29,23
83.4,34.0,40183.75,203.84,45,182,1,126,0,2,10,0
53.92,39.0,61840.26,207.17,530,65,1,3,0,6,8,11
50.18,41.0,57846.68,126.39,33,248,1,81,0,0,2,23
42.04,37.0,23936.86,216.49,137,161,0,64,1,4,20,1
65.56,52.0,36752.24,229.12,468,407,0,31,1,4,11,21
40.04,28.0,55121.65,207.17,437,107,1,196,0,5,12,22
80.51,38.0,51920.49,122.04,542,148,0,98,0,1,16,7
40.47,46.0,64021.55,253.48,442,126,1,117,0,2,8,0
72.53,33.0,39616.0,120.75,459,469,0,29,0,0,30,5
74.54,44.0,57260.41,250.2,19,384,0,156,0,1,25,22
69.62,34.0,40183.75,168.34,45,182,1,126,0,2,10,0
79.97,26.0,56694.12,131.68,196,206,0,203,1,6,16,14
42.6,31.0,59677.64,207.17,353,460,1,60,0,0,15,17
49.21,52.0,41097.17,229.12,433,407,0,42,1,0,6,23
88.04,41.0,57846.68,120.63,184,105,0,42,0,0,4,20
61.22,25.0,50506.44,176.28,335,79,1,64,0,3,27,2
34.78,36.0,76003.47,131.55,274,316,1,104,1,0,2,16
42.04,37.0,23936.86,181.02,489,260,0,62,1,1,9,19
54.88,50.0,52736.33,123.13,396,321,0,79,1,3,3,7
43.49,37.0,58235.21,109.29,260,260,1,9,1,1,16,7
71.84,39.0,48335.2,124.44,147,163,0,9,1,0,2,16
55.6,39.0,53336.76,124.44,222,65,0,13,0,5,1,21
59.59,21.0,77988.71,235.35,109,486,0,23,0,0,6,23
89.05,41.0,59243.46,126.39,175,283,1,80,1,4,30,23
79.52,25.0,50506.44,254.57,101,52,0,86,0,5,9,0
49.21,27.0,56180.93,253.17,376,105,0,149,0,1,28,19
60.23,44.0,44174.25,163.48,350,359,0,14,1,3,16,21
86.06,32.0,53188.69,178.92,35,242,1,161,1,0,8,3
56.34,40.0,37345.34,122.59,437,109,1,20,0,4,7,10
40.04,34.0,59785.94,168.34,45,124,0,188,1,2,10,0
38.37,32.0,60283.98,219.94,484,129,0,149,1,2,6,1
40.04,23.0,46422.76,211.38,481,136,1,44,0,4,18,14
84.73,40.0,53441.69,140.15,553,285,0,191,1,0,2,5
65.65,30.0,58677.69,140.67,165,498,0,55,0,3,23,7
72.23,29.0,53431.35,217.1,472,300,1,190,1,2,14,17
59.22,28.0,70324.8,244.91,311,149,0,66,0,1,28,23
82.07,43.0,52563.22,121.28,332,201,0,14,1,0,14,22
59.59,34.0,59785.94,160.03,45,284,0,158,1,3,26,4
76.2,34.0,40183.75,168.34,45,511,1,126,0,2,10,0
54.43,39.0,23936.86,128.62,72,506,0,102,1,4,7,22
69.62,34.0,59785.94,160.03,45,376,1,126,1,1,26,8
44.72,33.0,46868.53,191.82,153,418,1,200,0,0,3,4
62.42,27.0,39193.45,131.29,413,329,1,67,0,6,7,3
40.04,28.0,46033.73,172.81,463,239,1,81,0,6,20,10
59.59,21.0,31215.88,136.21,455,105,0,10,0,4,22,8
49.21,27.0,66815.54,131.29,59,167,1,52,0,5,16,20
41.73,42.0,43241.19,243.61,372,136,1,105,1,0,27,7
55.6,54.0,51739.63,182.2,546,507,0,169,1,2,30,20
46.61,45.0,61526.25,174.88,426,515,0,178,1,1,13,22
40.01,25.0,25686.34,241.03,513,283,1,64,0,6,7,17
55.6,39.0,65953.76,109.29,260,260,1,121,0,6,7,3
54.47,35.0,54429.17,236.87,190,105,0,125,0,5,10,6
68.11,26.0,66291.67,131.68,554,75,1,187,1,0,0,15
89.71,29.0,53431.35,190.17,276,218,0,191,1,3,16,19
65.77,23.0,25739.09,172.81,189,136,1,35,1,2,8,3
71.84,24.0,52252.91,182.2,324,494,0,146,1,2,29,16
55.6,29.0,69646.35,208.05,242,514,0,64,0,4,2,16
70.29,31.0,59677.64,207.17,301,269,1,166,0,5,20,14
76.58,43.0,73538.09,198.45,153,508,1,187,1,3,2,21
44.72,33.0,41547.62,215.18,82,279,1,200,0,2,1,4
60.83,31.0,57195.96,110.93,534,95,1,60,0,5,19,9
82.07,43.0,67058.72,121.28,100,131,0,141,0,5,20,13
72.01,32.0,55424.24,172.83,161,234,0,12,0,3,27,22
60.53,38.0,50723.67,122.04,542,77,0,98,0,4,18,14
61.22,25.0,39699.13,216.49,80,16,1,69,0,5,9,0
86.06,35.0,66541.05,226.54,302,512,1,191,1,2,17,13
51.24,30.0,57877.15,219.94,164,379,0,20,0,5,28,10
70.03,31.0,56180.93,207.17,403,75,0,166,0,5,20,14
80.3,37.0,53058.91,139.32,97,221,0,41,0,3,6,20
47.64,38.0,60283.98,168.34,45,284,0,51,1,2,10,0
74.54,42.0,59243.46,143.13,152,255,1,81,1,3,0,9
59.59,22.0,38260.89,208.24,145,244,0,179,0,0,28,7
40.17,45.0,59886.58,174.88,426,515,0,51,1,2,4,12
61.84,26.0,56694.12,190.17,532,406,0,1,1,6,4,18
43.49,27.0,53309.61,151.94,545,167,1,13,0,2,22,21
55.6,35.0,25603.93,236.87,421,398,0,1,1,5,28,2
81.75,51.0,74535.94,188.56,143,411,1,155,1,1,10,16
40.47,36.0,36913.51,236.87,548,345,0,157,1,4,20,1
53.92,39.0,37334.78,215.25,241,460,1,105,0,4,0,21
51.24,36.0,59240.24,140.46,511,123,0,192,0,1,25,19
55.6,39.0,23936.86,212.87,222,144,0,115,0,5,1,21
63.45,39.0,34942.26,165.52,530,84,1,105,0,3,7,22
57.24,33.0,34191.23,203.84,45,182,1,50,0,2,10,0
33.33,45.0,74903.41,174.88,122,49,1,53,1,5,19,9
35.33,29.0,53431.35,217.1,38,425,1,63,1,0,13,0
49.21,40.0,57330.43,140.46,484,519,0,2,1,1,13,14
89.05,49.0,57868.44,187.76,388,484,1,180,1,4,30,23
36.56,29.0,69646.35,112.72,363,64,0,22,0,4,2,16
81.75,19.0,69646.35,131.29,363,241,1,88,0,5,11,21
70.09,22.0,56683.32,141.96,233,303,1,126,0,5,12,22
66.18,31.0,75044.35,207.17,353,65,0,166,0,1,25,22
56.16,27.0,58966.22,131.29,297,455,0,129,1,6,2,4
59.05,50.0,43974.49,123.13,480,108,1,187,1,2,19,8
72.23,40.0,55002.05,139.02,177,480,0,14,0,6,19,9
56.39,46.0,58966.22,231.95,342,421,1,176,0,5,16,20
42.04,29.0,42760.22,120.06,433,316,0,17,1,1,18,20
51.24,36.0,59240.24,204.56,343,56,1,206,0,5,19,8
63.36,48.0,32635.7,121.28,300,60,1,136,1,2,29,23
56.39,46.0,40468.53,193.29,59,31,0,44,1,3,14,15
86.06,32.0,55424.24,178.92,35,234,1,66,0,2,30,20
67.85,52.0,33951.63,229.12,471,404,1,176,1,0,11,10
59.22,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
61.22,26.0,56694.12,190.17,532,75,0,107,0,4,14,13
66.08,21.0,57014.84,157.04,180,443,0,25,0,0,15,11
81.75,35.0,42993.48,132.63,302,223,1,172,0,6,1,20
67.69,45.0,59886.58,184.23,300,359,0,203,1,3,16,21
66.18,28.0,55993.68,120.49,241,260,1,105,0,3,7,22
87.35,39.0,39840.55,204.79,328,107,0,41,0,3,16,6
81.98,22.0,50335.46,139.02,471,352,1,53,0,6,7,3
43.49,37.0,23936.86,217.37,305,67,0,162,0,3,5,23
56.39,29.0,69646.35,153.76,363,63,0,17,1,0,10,2
62.06,40.0,27086.4,221.98,471,224,1,187,1,3,19,16
72.07,36.0,50671.6,234.26,483,283,1,3,0,3,6,15
55.6,35.0,25603.93,236.87,421,497,0,29,0,1,21,7
56.16,33.0,43974.49,196.77,48,328,0,197,1,6,13,22
55.6,39.0,48335.2,258.62,222,506,0,118,1,4,7,22
84.73,30.0,33293.78,174.88,484,218,0,75,1,6,20,10
37.87,44.0,57846.68,164.25,390,216,0,0,0,2,29,23
56.39,29.0,72203.96,198.5,437,479,1,9,0,1,13,10
75.15,33.0,46868.53,113.12,115,279,1,133,0,2,1,4
55.6,24.0,52252.91,182.2,506,477,0,149,0,5,10,6
82.07,48.0,34418.09,123.13,193,472,0,82,1,0,14,22
42.04,37.0,68448.94,142.04,433,464,0,9,1,1,4,16
40.04,22.0,63363.04,133.2,1,481,1,62,0,5,11,21
37.0,26.0,63430.33,207.96,318,391,0,29,0,5,28,10
49.21,40.0,54324.73,120.37,518,379,0,133,0,2,17,13
80.3,49.0,45632.51,195.69,450,464,0,9,1,3,3,20
62.26,28.0,57846.68,120.63,190,331,0,137,1,1,15,12
84.73,53.0,50671.6,174.88,409,209,1,20,1,5,8,17
81.58,25.0,50671.6,241.03,388,91,1,81,0,2,10,6
86.06,35.0,51119.93,190.75,488,512,1,116,1,2,17,13
